Hospital,Average_Billing,Total_Billing,Patient_Count
"Alvarado and Myers Smith,",17138.940055102103,17138.940055102103,1
Alvarado-Allen,44921.3353511875,44921.3353511875,1
Alvarado-Bradley,44947.06464675184,44947.06464675184,1
Alvarado-Carroll,10142.31343460072,10142.31343460072,1
Alvarado-Deleon,27385.736227988127,27385.736227988127,1
Alvarado-Delgado,40686.909262869136,40686.909262869136,1
Alvarado-Elliott,8415.98173713206,8415.98173713206,1
Alvarado-Gonzalez,3194.7699797665514,3194.7699797665514,1
Alvarado-Lopez,4762.55925858157,4762.55925858157,1
Alvarado-Martin,1077.1696809399066,1077.1696809399066,1
Alvarado-Meza,34732.278932869725,34732.278932869725,1
Alvarado-Prince,27277.197352774623,27277.197352774623,1
Alvarado-Scott,6742.942082239654,6742.942082239654,1
Alvarado-Smith,41817.3139496098,41817.3139496098,1
"Alvarez Austin Snyder, and",21513.52658434213,21513.52658434213,1
"Alvarez Clark, and Francis",29585.985112426424,29585.985112426424,1
"Alvarez Garcia, and Watkins",39214.32216348669,39214.32216348669,1
Alvarez Group,24103.56628649841,48207.13257299682,2
"Alvarez Hayes Guzman, and",7221.304253692377,7221.304253692377,1
Alvarez Inc,45577.57158371121,45577.57158371121,1
Alvarez LLC,30826.494621405807,61652.989242811615,2
Alvarez Ltd,36037.31889470366,288298.5511576293,8
"Alvarez Maldonado, and Oconnor",44408.94934284485,44408.94934284485,1
"Alvarez Moss Smith, and",35263.411466504,70526.822933008,2
Alvarez PLC,29988.34406819257,59976.68813638514,2
Alvarez Sons and,36378.26070366677,36378.26070366677,1
"Alvarez Wilson and Fry,",17159.42088494816,34318.84176989632,2
"Alvarez and James, Mcintosh",36345.62990291734,36345.62990291734,1
"Alvarez and Mullins, Barajas",6116.05395121726,6116.05395121726,1
"Alvarez and Sanchez Taylor,",43664.11329133633,43664.11329133633,1
"Alvarez and York Rocha,",14366.755876918607,14366.755876918607,1
"Alvarez, Rogers and Kennedy",37845.37762398985,37845.37762398985,1
"Alvarez, Ross and Hurst",34858.39750685426,34858.39750685426,1
"Alvarez, Vasquez and Price",17200.392975709336,17200.392975709336,1
"Alvarez, and Lewis Jennings",9298.587076852178,9298.587076852178,1
Alvarez-Blair,6972.570587231334,6972.570587231334,1
Alvarez-Chavez,8498.360705927764,8498.360705927764,1
Alvarez-Craig,51293.41204197734,51293.41204197734,1
Alvarez-Cruz,42956.12895295784,42956.12895295784,1
Alvarez-Flynn,39123.35025009914,39123.35025009914,1
Alvarez-Griffith,8805.037843571035,8805.037843571035,1
Alvarez-Guerrero,33222.09465695151,66444.18931390301,2
Alvarez-Harris,35318.699198872775,35318.699198872775,1
Alvarez-Hays,8066.738045305165,8066.738045305165,1
Alvarez-Henry,7612.779800281521,7612.779800281521,1
Alvarez-Martin,19055.089949305788,19055.089949305788,1
Alvarez-Mathews,13146.06985194878,13146.06985194878,1
Alvarez-Miranda,18948.663471489697,18948.663471489697,1
Alvarez-Nunez,32208.955893942963,32208.955893942963,1
Alvarez-Olson,13022.69117815164,13022.69117815164,1
Alvarez-Payne,38992.26852123343,38992.26852123343,1
Alvarez-Perry,30035.024269581954,30035.024269581954,1
Alvarez-Quinn,9205.7661133803,9205.7661133803,1
Alvarez-Robinson,33055.744306536166,33055.744306536166,1
Alvarez-Rogers,46403.06755918287,46403.06755918287,1
Alvarez-Shelton,47945.54453798081,47945.54453798081,1
Alvarez-Smith,25104.220580315763,125521.10290157882,5
Alvarez-Valentine,27106.00353283856,27106.00353283856,1
Alvarez-Vargas,48914.64369837643,97829.28739675286,2
Alvarez-Young,8213.78330951539,8213.78330951539,1
Alvarez-Zamora,17938.892308272225,17938.892308272225,1
"Andersen Jenkins Nguyen, and",17972.14686997157,17972.14686997157,1
Andersen LLC,15129.250956188303,15129.250956188303,1
"Andersen and Porter Bennett,",34486.636366529696,34486.636366529696,1
Andersen-Jones,9613.693264819636,9613.693264819636,1
Andersen-Jordan,11688.910422638355,11688.910422638355,1
Andersen-Martinez,40539.62802007431,40539.62802007431,1
Andersen-Thompson,39421.10868367611,39421.10868367611,1
Andersen-Walker,44969.14090918413,44969.14090918413,1
Andersen-Waters,26238.92593492117,26238.92593492117,1
"Anderson Allison, Brown and",24366.680480595973,48733.360961191946,2
"Anderson Andrews, Henry and",13764.350459050442,13764.350459050442,1
"Anderson Avila, and Brown",8817.965225348218,8817.965225348218,1
"Anderson Baker, and Gross",13768.01841207369,13768.01841207369,1
"Anderson Brown and Manning,",39593.54211617781,39593.54211617781,1
"Anderson Carroll Welch, and",19144.57139172195,19144.57139172195,1
"Anderson Cochran Smith, and",22350.644885317804,22350.644885317804,1
"Anderson Cohen, Orr and",20370.330064776543,20370.330064776543,1
"Anderson Craig and Berry,",13751.243487159492,27502.486974318985,2
"Anderson Dunn Sanchez, and",42136.90620330841,42136.90620330841,1
"Anderson Fischer Thompson, and",36989.215484697066,73978.43096939413,2
"Anderson Fleming, and Anderson",43533.22899055349,43533.22899055349,1
Anderson Group,19743.4682085665,315895.491337064,16
"Anderson Hall Johnson, and",9564.359501165309,9564.359501165309,1
"Anderson Hess, Ferguson and",22196.508056153063,22196.508056153063,1
"Anderson Holmes and Smith,",46318.46731587649,46318.46731587649,1
"Anderson Holmes, Meadows and",28047.669011108093,28047.669011108093,1
Anderson Inc,21593.131629986034,280710.71118981845,13
"Anderson James, Miller and",44688.53241804066,44688.53241804066,1
"Anderson Johnson, and Morgan",46728.085617910925,46728.085617910925,1
"Anderson Joseph, and Medina",5147.951171201368,5147.951171201368,1
"Anderson Keller Lewis, and",8335.449805852224,8335.449805852224,1
"Anderson Kim, Brooks and",49683.07512475054,49683.07512475054,1
"Anderson King, White and",2003.8351524483016,2003.8351524483016,1
Anderson LLC,19839.520478922932,257913.76622599812,13
Anderson Ltd,20067.07479763193,140469.5235834235,7
"Anderson Massey Johnson, and",47683.431178420535,47683.431178420535,1
"Anderson Moore and Hill,",29895.473993097217,29895.473993097217,1
"Anderson Morales and Baker,",12845.494807071396,12845.494807071396,1
"Anderson Morris and Ramirez,",42499.62377676183,42499.62377676183,1
"Anderson Morrison Hahn, and",17310.184712209404,17310.184712209404,1
"Anderson Morse, Torres and",48661.67813099252,48661.67813099252,1
"Anderson Morton and Vang,",48065.46239315386,48065.46239315386,1
"Anderson Ortiz, Freeman and",14276.567421715685,14276.567421715685,1
Anderson PLC,19804.19636354346,356475.53454378224,18
"Anderson Patel Sanders, and",17057.285390393503,17057.285390393503,1
"Anderson Peterson and Jones,",46849.97857602117,46849.97857602117,1
"Anderson Peterson, Case and",35079.40655428644,35079.40655428644,1
"Anderson Price, and Wells",6699.161485038371,6699.161485038371,1
"Anderson Richards, and Smith",29768.367273239062,29768.367273239062,1
"Anderson Rivera, and Thornton",20170.512347803637,20170.512347803637,1
"Anderson Rodriguez, Taylor and",49288.80504815906,49288.80504815906,1
"Anderson Ruiz, and Alvarez",21556.398909377745,21556.398909377745,1
"Anderson Scott, Ramos and",4541.175929513974,4541.175929513974,1
"Anderson Simmons, George and",7252.644340471669,14505.288680943338,2
"Anderson Smith, Smith and",32794.882982596566,65589.76596519313,2
"Anderson Solis, Spencer and",2200.475503313868,2200.475503313868,1
Anderson Sons and,26647.369232937188,79942.10769881157,3
"Anderson Stone Sutton, and",11880.447186827065,11880.447186827065,1
"Anderson Walton and Barton,",6562.848649546247,6562.848649546247,1
"Anderson Watson Moody, and",14632.636221179584,14632.636221179584,1
"Anderson Williams, and Mccarthy",36810.36727611376,36810.36727611376,1
"Anderson Wright, and Lucas",37133.11708581419,37133.11708581419,1
"Anderson Young, Rodriguez and",22913.289502534917,22913.289502534917,1
"Anderson and Alvarez Boone,",1421.150391374053,2842.300782748106,2
"Anderson and Collins Campos,",13051.15650705523,13051.15650705523,1
"Anderson and Cooley Lee,",21552.803169067916,43105.60633813583,2
"Anderson and Farley, George",17272.12235542018,34544.24471084036,2
"Anderson and Fernandez Burns,",44966.092672112616,44966.092672112616,1
"Anderson and Fletcher, Brown",14891.710111994384,14891.710111994384,1
"Anderson and Gibson Snyder,",23351.710999456784,23351.710999456784,1
"Anderson and Giles Johnson,",1640.896628784717,1640.896628784717,1
"Anderson and Higgins Galvan,",13666.283370731851,13666.283370731851,1
"Anderson and Howell Fry,",43000.71153273206,43000.71153273206,1
"Anderson and Humphrey Diaz,",15802.385792936604,31604.771585873208,2
"Anderson and Medina, Sullivan",35041.0309676033,35041.0309676033,1
"Anderson and Miller, Day",9347.013210538007,9347.013210538007,1
"Anderson and Nichols, Arias",42298.53029402928,42298.53029402928,1
"Anderson and Perry, Pacheco",5822.930427992847,5822.930427992847,1
"Anderson and Ray Nunez,",27246.786313465243,27246.786313465243,1
Anderson and Sons,23084.291692707884,161590.04184895518,7
"Anderson and Sullivan Rivera,",32933.44626178638,32933.44626178638,1
"Anderson and Thompson, Santos",41077.483003206624,41077.483003206624,1
"Anderson and Webb, Stanton",42592.81034583277,42592.81034583277,1
"Anderson, Barry Davila and",13094.144651035584,13094.144651035584,1
"Anderson, Bell and Santiago",4461.908398691903,4461.908398691903,1
"Anderson, Bishop and Fuller",24670.19608158827,24670.19608158827,1
"Anderson, Brown and Poole",22775.25596286112,45550.51192572224,2
"Anderson, Fisher Skinner and",43758.83907027589,43758.83907027589,1
"Anderson, Freeman and Whitney",31690.67975702797,31690.67975702797,1
"Anderson, Gardner and Walker",14131.316810105598,14131.316810105598,1
"Anderson, Green and Freeman",46737.82887819579,46737.82887819579,1
"Anderson, Gregory Hall and",10540.780313215708,10540.780313215708,1
"Anderson, Hill Garner and",8267.631650256797,8267.631650256797,1
"Anderson, Hopkins Parsons and",3195.092571359835,3195.092571359835,1
"Anderson, Howard Black and",3212.019129580008,3212.019129580008,1
"Anderson, Johnson George and",46975.23837992867,46975.23837992867,1
"Anderson, Long and Soto",14535.714672362566,14535.714672362566,1
"Anderson, Mitchell and Walker",11769.625627563002,11769.625627563002,1
"Anderson, Novak Adams and",37342.28732997549,74684.57465995097,2
"Anderson, Parker and Woods",3554.085850904595,3554.085850904595,1
"Anderson, Smith Smith and",3353.6354188244195,3353.6354188244195,1
"Anderson, Smith and Chavez",1070.4207057571143,1070.4207057571143,1
"Anderson, Walker and Rubio",17540.175957649593,17540.175957649593,1
"Anderson, Washington Bowman and",10975.662829891684,10975.662829891684,1
"Anderson, and Cruz Eaton",37304.49770656737,37304.49770656737,1
"Anderson, and Frazier Lowery",9016.769054343982,9016.769054343982,1
"Anderson, and Hill Kelley",10355.71737163626,10355.71737163626,1
"Anderson, and Johnson Greene",28650.75702378136,57301.51404756272,2
"Anderson, and Johnson Solomon",33854.67959917453,67709.35919834906,2
"Anderson, and Lyons Hart",12471.57853032456,12471.57853032456,1
"Anderson, and Matthews Pham",21866.307346760623,21866.307346760623,1
"Anderson, and Taylor Price",24664.31112018484,24664.31112018484,1
"Anderson, and Walker Campbell",17950.67494329398,17950.67494329398,1
"Anderson, and Young Wright",45221.07204173803,45221.07204173803,1
Anderson-Adams,24710.214865607548,49420.429731215096,2
Anderson-Anderson,457.730710240999,457.730710240999,1
Anderson-Ball,-130.86753440565735,-130.86753440565735,1
Anderson-Barnes,19121.652762172595,19121.652762172595,1
Anderson-Becker,42605.38002317961,42605.38002317961,1
Anderson-Bowen,9467.318897221525,9467.318897221525,1
Anderson-Boyd,12226.444409662454,24452.888819324908,2
Anderson-Bradley,22423.691891766397,22423.691891766397,1
Anderson-Brandt,33139.78152348476,33139.78152348476,1
Anderson-Brown,35945.884474187944,35945.884474187944,1
Anderson-Campbell,12618.768689892124,12618.768689892124,1
Anderson-Chandler,2278.2237533571106,2278.2237533571106,1
Anderson-Chung,9142.571453935594,9142.571453935594,1
Anderson-Cohen,45982.63535682663,45982.63535682663,1
Anderson-Collins,40056.0961885945,40056.0961885945,1
Anderson-Contreras,14024.800735181445,14024.800735181445,1
Anderson-Cook,18592.894500679697,18592.894500679697,1
Anderson-Cooper,34322.666498147446,34322.666498147446,1
Anderson-Cox,24692.83910509708,24692.83910509708,1
Anderson-Cruz,3848.900734347584,3848.900734347584,1
Anderson-Davis,45720.2397771698,45720.2397771698,1
Anderson-Douglas,4434.558773943448,4434.558773943448,1
Anderson-Duncan,38218.04379563476,38218.04379563476,1
Anderson-Edwards,41555.952733072016,41555.952733072016,1
Anderson-Ellis,35913.28341552922,71826.56683105844,2
Anderson-Estes,42408.58197254974,42408.58197254974,1
Anderson-Estrada,31497.55487513616,31497.55487513616,1
Anderson-Forbes,49032.2661965836,49032.2661965836,1
Anderson-Fowler,4821.251141979334,4821.251141979334,1
Anderson-Francis,18713.4844022936,18713.4844022936,1
Anderson-Franklin,14312.652214894031,14312.652214894031,1
Anderson-Frederick,7813.108885275218,7813.108885275218,1
Anderson-Gaines,46187.24953259911,46187.24953259911,1
Anderson-Grant,45422.61715331679,45422.61715331679,1
Anderson-Grimes,16992.329482269586,16992.329482269586,1
Anderson-Hardy,23552.523282053506,23552.523282053506,1
Anderson-Harrell,7018.931322357656,7018.931322357656,1
Anderson-Hart,25818.570804135416,25818.570804135416,1
Anderson-Hernandez,41450.46330892934,41450.46330892934,1
Anderson-Higgins,14763.849587521636,14763.849587521636,1
Anderson-Hoover,35877.72975991042,35877.72975991042,1
Anderson-Howe,34945.13941636451,34945.13941636451,1
Anderson-Jackson,3577.411449990709,3577.411449990709,1
Anderson-Jarvis,7740.752145539186,7740.752145539186,1
Anderson-Jefferson,5388.215636264533,5388.215636264533,1
Anderson-Jenkins,10521.47193024882,21042.94386049764,2
Anderson-Jimenez,23265.03913212983,23265.03913212983,1
Anderson-Johnson,14024.675153472113,42074.02546041634,3
Anderson-Jones,14503.758034008824,14503.758034008824,1
Anderson-Jordan,12780.190008912949,12780.190008912949,1
Anderson-Lane,46072.73960612653,46072.73960612653,1
Anderson-Le,41608.1925044726,41608.1925044726,1
Anderson-Lewis,46556.49743610613,46556.49743610613,1
Anderson-Lucas,27309.26428638492,27309.26428638492,1
Anderson-Marshall,20516.01834467811,20516.01834467811,1
Anderson-Martin,26224.580313839113,52449.160627678226,2
Anderson-Matthews,46050.25598750952,46050.25598750952,1
Anderson-Mckee,12344.454618935008,12344.454618935008,1
Anderson-Mckinney,21815.64571846628,21815.64571846628,1
Anderson-Melendez,23508.969699879388,23508.969699879388,1
Anderson-Mercado,25192.175962180598,25192.175962180598,1
Anderson-Miller,29710.469727687618,59420.939455375235,2
Anderson-Mitchell,17411.87255644476,17411.87255644476,1
Anderson-Moore,15670.314533946557,31340.629067893115,2
Anderson-Morales,29802.248136169983,59604.496272339966,2
Anderson-Morgan,3494.6378678886585,3494.6378678886585,1
Anderson-Moses,4002.377040438151,4002.377040438151,1
Anderson-Mueller,13391.607680440697,13391.607680440697,1
Anderson-Mullins,39291.815219326745,39291.815219326745,1
Anderson-Norris,47854.58601537112,95709.17203074224,2
Anderson-Oconnor,11904.521987181017,11904.521987181017,1
Anderson-Olsen,10483.926144957986,10483.926144957986,1
Anderson-Oneill,14337.110061235328,43011.330183705984,3
Anderson-Patel,46885.33980121369,46885.33980121369,1
Anderson-Perez,25601.441442636704,25601.441442636704,1
Anderson-Peters,26988.40451329362,26988.40451329362,1
Anderson-Peterson,43491.42738778697,43491.42738778697,1
Anderson-Phillips,10297.910817131597,10297.910817131597,1
Anderson-Pierce,16791.868683364206,16791.868683364206,1
Anderson-Ramos,1152.3943527600125,2304.788705520025,2
Anderson-Reyes,22979.12024158087,22979.12024158087,1
Anderson-Richardson,26218.253821535185,26218.253821535185,1
Anderson-Rivera,22571.19633467359,22571.19633467359,1
Anderson-Roberts,5824.618328097782,5824.618328097782,1
Anderson-Sanchez,13840.054725478569,13840.054725478569,1
Anderson-Schmitt,10988.627094476242,10988.627094476242,1
Anderson-Schroeder,22036.965543895323,22036.965543895323,1
Anderson-Silva,10574.317187846946,31722.951563540835,3
Anderson-Smith,45515.10006429531,45515.10006429531,1
Anderson-Tate,38222.71526488649,38222.71526488649,1
Anderson-Thomas,26741.462491196005,26741.462491196005,1
Anderson-Thompson,4060.352326217957,4060.352326217957,1
Anderson-Warner,2625.1922694283035,5250.384538856607,2
Anderson-Waters,10014.223467034397,10014.223467034397,1
Anderson-West,23581.75991651368,23581.75991651368,1
Anderson-White,39995.0472783838,79990.0945567676,2
Anderson-Woodward,47783.8694058803,95567.7388117606,2
Anderson-Wright,13816.577843085546,27633.155686171092,2
Anderson-Young,3847.2521029474224,3847.2521029474224,1
Andrade Group,39264.31727113753,39264.31727113753,1
"Andrade Hart, and Diaz",2312.723522416256,2312.723522416256,1
"Andrade Henderson Martinez, and",44181.83721149249,44181.83721149249,1
Andrade Inc,12541.273681931843,12541.273681931843,1
Andrade LLC,27613.29042595846,55226.58085191692,2
"Andrade Morrow and Hodge,",3057.6090062762423,3057.6090062762423,1
"Andrade Rios Williams, and",42442.61957776442,42442.61957776442,1
"Andrade Stewart Gordon, and",23193.090320299973,46386.180640599945,2
Andrade and Sons,30467.95385555471,60935.90771110942,2
"Andrade, Johnson Watts and",18153.82272622901,18153.82272622901,1
"Andrade, and Wagner Schneider",20721.838380665195,20721.838380665195,1
Andrade-Campbell,37321.32839062357,74642.65678124713,2
Andrade-French,6499.637544263137,6499.637544263137,1
Andrade-Lee,25343.437927768777,25343.437927768777,1
Andrade-Shields,29589.63242329908,29589.63242329908,1
